Landing,,Takeoff,
X,Y,X,Y
0.04072162349530472,2.5632075471698115,0.040275204302430624,1.6365828092243184
0.042297220646625076,2.5757861635220127,0.041916451335056,1.656236897274633
0.043470165192608004,2.589150943396226,0.0442141971807315,1.678511530398323
0.04456432988102491,2.5989779874213834,0.04605239385727191,1.6968553459119495
0.04576791103828351,2.613172606568833,0.04789059053381231,1.713888888888889
0.046971492195542114,2.625183438155136,0.050122686498182814,1.737473794549266
0.047956240415117334,2.6393780573025856,0.05261738198777337,1.7571278825995806
0.04932394627563847,2.655756464011181,0.05452122854561879,1.7741614255765201
0.05052752743289707,2.6644916142557653,0.05655637486607424,1.7964360587002095
0.052059357996680745,2.6808700209643606,0.05872282094913972,1.821331236897275
0.053591188560464416,2.699432215234102,0.06023276821915507,1.8331236897274632
0.05506831088982725,2.710351153039832,0.0622022646583055,1.8501572327044022
0.05660014145361092,2.7223619846261355,0.06423741097876094,1.8658805031446541
0.05818668025181545,2.7398322851153036,0.06633820718052141,1.888155136268344
0.05960909434675742,2.754026904262753,0.06817640385706182,1.9078092243186582
0.06125034137938279,2.7682215234102028,0.07001460053360223,1.9196016771488469
0.06239921430222055,2.7813242487770786,0.07139324804100754,1.9353249475890983
0.06398575310042506,2.793335080363382,0.07316579483624294,1.947117400419287
0.06562700013305044,2.8086215932914045,0.07559484044452847,1.9654612159329141
0.06732295540009664,2.8217243186582808,0.07703913783323879,1.9824947589098532
0.06841712008851356,2.832643256464011,0.07874603474716917,1.9942872117400419
0.06994895065229723,2.8479297693920334,0.08064988130501459,2.0100104821802933
0.07153548945050174,2.8610324947589096,0.08281632738808008,2.0283542976939204
0.07334086118638965,2.8752271139063588,0.08478582382723053,2.0453878406708594
0.07481798351575247,2.8883298392732355,0.08662402050377092,2.0611111111111113
0.07624039761069445,2.9014325646401113,0.08865916682422638,2.076834381551363
0.07771751994005728,2.9134433962264152,0.09069431314468182,2.096488469601677
0.07952289167594519,2.923270440251572,0.09351725804079745,2.1135220125786165
0.08078118106762462,2.9341893780573027,0.09568370412386294,2.1344863731656187
0.08236771986582915,2.950567784765898,0.09758755068170837,2.1423480083857442
0.08422779983613789,2.961486722571628,0.09968834688346882,2.1606918238993713
0.08603317157202581,2.973497554157931,0.10146089367870423,2.1764150943396228
0.08816679271443877,2.992059748427673,0.10382428940568474,2.1921383647798742
0.08997216445032669,3.0018867924528303,0.10559683620092014,2.2026205450733753
0.09188695265505627,3.014989517819706,0.10736938299615553,2.2144129979035636
0.09369232439094416,3.031367924528302,0.10920757967269594,2.2275157232704403
0.09555240436125291,3.044470649895178,0.11150532551837145,2.2406184486373166
0.09713894315945742,3.056481481481481,0.11373742148274195,2.256341719077568
0.09905373136418703,3.0663085255066385,0.11524736875275728,2.2655136268343816
0.1010779360377583,3.076135569531796,0.11701991554799268,2.2773060796645703
0.10277389130480452,3.0936058700209643,0.1189237621058381,2.2864779874213834
0.10496222068163834,3.103432914046121,0.12069630890107351,2.2943396226415094
0.10709584182405131,3.114351851851852,0.12260015545891892,2.306132075471698
0.10901063002878089,3.123087002096436,0.12450400201676434,2.313993710691824
0.11119895940561474,3.1361897274633126,0.1266047982185248,2.3231656184486376
0.11404378759549869,3.1492924528301884,0.12909949370811538,2.3323375262054507
0.1162321169723325,3.163487071977638,0.13126593979118084,2.3401991614255766
0.11885811222453309,3.175497903563941,0.1333010861116363,2.3506813417190777
0.12093702513252523,3.183141160027952,0.13559883195731182,2.3585429769392032
0.12367243685356749,3.1962438853948285,0.1377652780403773,2.3690251572327043
0.1263531403401889,3.206070929419986,0.14012867376735783,2.3755765199161427
0.1288697191235478,3.215897973445143,0.14242641961303332,2.3821278825995806
0.13111275673480247,3.2290006988120195,0.1445928656960988,2.388679245283019
0.13434054256563238,3.23991963661775,0.14715321106699436,2.3978511530398325
0.13674770488014956,3.249746680642907,0.14971355643788994,2.405712788259958
0.13959253307003353,3.258481830887491,0.15279910085922563,2.4135744234800836
0.1422185283222341,3.269400768693221,0.15562204575534125,2.416194968553459
0.14495394004327639,3.2792278127183785,0.15844499065145687,2.424056603773585
0.1472516858889519,3.2868710691823897,0.16153053507279258,2.433228511530398
0.15004180584441504,3.302157582110412,0.1639595806810781,2.4371593291404614
0.15272250933103645,3.3098008385744233,0.16678252557719372,2.4424004192872117
0.1551843798799745,3.3141684136967156,0.16999936976113944,2.4502620545073377
0.1575915421944917,3.3229035639412996,0.17400401252074532,2.4568134171907756
0.159615746868063,3.330546820405311,0.1778117056364362,2.4659853249475887
0.1622964503546844,3.340373864430468,0.181422449108212,2.4672955974842767
0.164922445606885,3.345833333333333,0.18529579210520786,2.4738469601677147
0.16749373262466474,3.3556603773584905,0.1891691351022037,2.4790880503144654
0.169517937298236,3.3589360587002095,0.19199207999831933,2.483018867924528
0.1722533490192783,3.3676712089447935,0.19422417596268982,2.486949685534591
0.17493405250589972,3.376406359189378,0.19737537026533053,2.4921907756813413
0.17761475599252116,3.381865828092243,0.2003952648053612,2.4961215932914045
0.18024075124472175,3.388417190775681,0.20374340875191693,2.4974318658280925
0.18264791355923896,3.3982442348008384,0.20617245436020248,2.502672955974843
0.18516449234259785,3.406979385045423,0.20866714984979304,2.5039832285115304
0.18713398878174828,3.4113469601677147,0.21142444486460366,2.507914046121593
0.18959585933068632,3.418990216631726,0.2146412890485494,2.5105345911949684
0.19238597928614945,3.4255415793151642,0.21752988382597,2.515775681341719
0.19539493217929593,3.435368623340321,0.22068107812861074,2.523637316561845
0.19862271801012582,3.4441037735849056,0.22356967290603133,2.5249475890985327
0.20113929679348472,3.45283892382949,0.22609062834814403,2.527306079664571
0.20382000028010616,3.4561146051712086,0.22933373248461175,2.5283542976939217
0.20710249434535685,3.464849755415793,0.2281651645973824,2.530188679245283
0.2104944048794493,3.4746767994409504,0.23020031091783785,2.530188679245283
0.21344864953817497,3.4823200559049616,,
0.21623876949363807,3.4866876310272534,,
0.21881005651141783,3.489963312368973,,
0.22050601177846402,3.494330887491265,,
0.22247550821761447,3.494330887491265,,
0.22460912936002742,3.49979035639413,,
0.22701629167454462,3.501974143955276,,
0.22925932928579928,3.503066037735849,,
0.23084586808400384,3.5052498252969952,,
