Max cruise Thrust,,Max Cont Thrust Max Climb,
X,Y,X,Y
0.3976748460201359,9.389842488945405,0.39789668411009704,9.386584757190665
0.4045573523799747,9.374923447125646,0.4031789488622376,9.381217163128298
0.4158512572621105,9.338981872060408,0.41276137605073304,9.357007552970943
0.42822898931712694,9.33088374007081,0.42135789643190447,9.325943336058366
0.44061940301060587,9.30071955715654,0.4305952018879573,9.328134723184679
0.45521234555561774,9.265560620350701,0.441178753849932,9.284300458672934
0.46593738836958054,9.262587681962573,0.45074976756381124,9.279950294347785
0.47611576198267946,9.253967791133377,0.45933867896190517,9.262125707990013
0.4887557322044731,9.268000929923405,0.4715489228060853,9.25840165427238
0.4964598275704152,9.258794060399662,0.48177593956100107,9.260827832876512
0.5074693014184645,9.239336803672979,0.4910132450170541,9.263019220002825
0.5181721513651179,9.27497945440303,0.5035533926275217,9.259373430111133
0.5283473545686014,9.271876076305004,0.5160859312549121,9.268967270774244
0.5368698685310311,9.273897891808446,0.5279510533666496,9.29164421434028
0.5451142922786056,9.28137100018811,0.5371883588227024,9.293835601466593
0.556923162265449,9.306241504875622,0.5474077665945408,9.309501410625527
0.5714939119431516,9.30969815718796,0.5582983953735705,9.305464301604138
0.5808411853213005,9.311915632256254,0.567528091846546,9.320895319285253
0.5904380152277641,9.358330429028841,0.5767615928110602,9.329706521688967
0.6005941959735538,9.388326127317825,0.5876370036239349,9.352148673777187
0.6124062363700127,9.40768011927417,0.5965367963306227,9.367501427632362
0.6236652667463768,9.432420184251784,0.6057626883120596,9.38955226059088
0.6340995377070219,9.456964589664548,0.6169756118742994,9.398833045950234
0.6448023876536754,9.492607240394602,0.6278434137040967,9.434514828593255
0.6538525483592752,9.53337508472612,0.6419988397221539,9.49083869532788
0.6612658718718994,9.551685559003271,0.6558433844316169,9.513985221849554
0.6716906316036977,9.592779502609542,0.6703173007413455,9.590246798242324
0.6823807999118887,9.650488204264265,0.6801915867807413,9.632313604684928
0.6917122212419594,9.6802882429884,0.6890761615212743,9.674145619649714
0.7013153919676542,9.715670014298652,0.6992765468354188,9.722910505195658
0.7081693646409524,9.750399587059405,0.7088323425831431,9.745039601980118
0.7180474551718867,9.785846578224607,0.718054430073041,9.773710250216038
0.7262665156425364,9.837451788453617,0.7259530980062501,9.808687658425601
0.7344824057035704,9.894573511413792,0.7338137210240715,9.909863219409186
0.7413427191960997,9.91827005871221,0.742702100256143,9.945075419096568
0.7487560427087241,9.93658053298936,0.7542144916523607,10.007392990501078
0.7583655542536502,9.960929278837277,0.7624202364026247,10.082167554200993
0.7668848978064642,9.968467607071887,0.7736065285240933,10.13778704650216
0.7754010709496628,9.981522448037666,0.7824872987730876,10.186238876744346
0.7899654798081341,9.996012125812342,0.7933322736536524,10.261639551051779
0.7987629135758036,9.998099161170735,0.8051859822907738,10.304175940450023
0.8081101869539524,10.000316636239027,0.8140705570313067,10.346007955414807
0.8171698588883991,10.024534942377041,0.8212903949742466,10.413927912359501
0.8229558564368946,10.003838508406314,0.8305124824641447,10.442598560595421
0.8295380797145687,10.03298634858095,0.8390747624214675,10.471112681179463
0.8361393254499364,10.029035112368577,0.8489566574439406,10.499939857067263
0.8452116790228456,10.03118736758192,0.8621451991123673,10.516310040659656
0.854833872206234,10.033470062505161,0.8736766129662786,10.545528535677153
0.8644624062088538,10.024719731966067,0.8832286042224643,10.574277447739014
0.8713449125686924,10.009800690146307,0.8951013353172793,10.583714760750247
0.8812483663765517,10.001115579462162,0.906318063371058,10.586375730832199
0.8903207199494608,10.003267834675505,0.9135759462293852,10.588097535002872
0.8977435546909319,10.005028770759148,0.9254524818157389,10.590915032736703
0.9079187578944153,10.001925392661121,0.9383073152263394,10.613826767780559
0.9172628608629486,10.009659380460583,0.948212037198045,10.602935052003946
0.9257822044157628,10.017197708695193,0.9557998238226598,10.60473512000056
0.9329269489423785,10.024409937655054,0.9640398089967727,10.619931346203856
0.940909134523176,10.009751775255094,0.972298816628579,10.602028496020143
0.9502659191301716,9.995419712129882,0.9818850483086133,10.571199070585386
0.9593477839319277,9.981022429149718,0.9888206363837303,10.559602980375317
0.9664988692777746,9.977201632647244,0.9954187117094825,10.56116825689411
0.972550275402663,9.973119956724972,,
0.9788670901039443,9.985653038851153,,
0.9824442179816754,9.980984384234333,,
0.9879711477730094,9.932640166752812,,
0.9943101553416002,9.906557659760814,,
