2 Engine,,3 Engine,,4 Engine,
X,Y,X,Y,X,Y
128.66802443991855,4.7763903969115695,136.95044127630686,4.489866087585957,127.98913781398508,3.865544697792256
129.95036584445955,4.8216310773314035,138.76080561212945,4.539630836047774,129.43742928264314,3.9062613101701054
131.38357094365242,4.866871757751236,140.1185788639964,4.584871516467608,130.8857207513012,3.956026058631922
132.8167760428453,4.91211243817107,141.29531568228106,4.616539992761492,132.15297578637703,3.9967426710097715
134.2499811420382,4.957353118590904,142.653088934148,4.666304741223309,133.60126725503508,4.023887079261673
135.5323225465792,5.013903969115695,144.1918986195972,4.707021353601158,135.04955872369314,4.06007962359754
137.040959493098,5.062914706237182,145.5496718714641,4.743213897937025,136.67888662593347,4.105320304017372
138.5495964396168,5.111925443358668,146.9979633401222,4.792978646398842,138.39873274496492,4.155085052479189
140.28452892811345,5.164706237181807,148.44625480878025,4.838219326818676,140.1185788639964,4.200325732899023
141.56687033265445,5.217487031004946,149.98506449422945,4.88346000723851,141.7479067662367,4.241042345276874
143.07550727917328,5.266497768126433,151.3428377460964,4.924176619616361,143.55827110205928,4.290807093738691
144.65957607301803,5.315508505247919,152.8816474315456,4.9648932319942105,145.09708078750847,4.31795150199059
146.31907671418872,5.364519242369405,154.23942068341253,5.014657980456027,146.18329938900203,4.363192182410424
147.67684996605567,5.4135299794908915,155.6877121520706,5.064422728917844,148.08418194161575,4.426529134998191
149.4117824545523,5.470080830015684,157.13600362072867,5.105139341295693,149.71350984385606,4.462721679334058
150.8449875537452,5.5190915671371705,158.40325865580448,5.1368078175895775,151.16180131251414,4.512486427795874
152.35362450026403,5.571872360960309,160.03258655804478,5.191096634093379,152.5195745643811,4.535106768005791
153.93769329410878,5.620883098081795,161.48087802670287,5.231813246471228,153.96786603303914,4.589395584509591
155.59719393527948,5.677433948606588,163.2007241457343,5.290626131017012,155.50667571848834,4.6255881288454574
156.95496718714642,5.730214742429726,164.7395338311835,5.3313427433948615,157.31704005431092,4.679876945349259
158.61446782831712,5.779225479551212,166.1878252998416,5.381107491856678,158.94636795655126,4.716069489685125
160.2739684694878,5.839546386777657,167.7266349852908,5.426348172276512,160.75673229237384,4.783930510314875
162.0843328053104,5.907407407407408,169.17492645394884,5.4670647846543625,162.65761484498753,4.842743394860658
163.74383344648112,5.9677283146338524,170.35166327223354,5.512305465074196,164.6490156143924,4.8970322113644595
165.5541977823037,6.0205091084569915,171.70943652410045,5.55754614549403,166.1878252998416,4.928700687658344
167.13826657614845,6.0732899022801305,173.42928264313193,5.593738689829896,167.63611676849965,4.97846543612016
168.42060798068945,6.110990469296659,175.2396469789545,5.648027506333697,169.08440823715773,5.01918204849801
170.0046767745342,6.16754131982145,177.1405295315682,5.711364458921463,170.80425435618918,5.0689467969598265
171.73960926303084,6.231632283749548,179.22244851776418,5.77470141150923,172.34306404163837,5.100615273253711
173.24824620954968,6.284413077572687,181.21384928716904,5.847086500180963,173.70083729350532,5.154904089757512
174.90774685072037,6.344733984799131,182.93369540620048,5.896851248642781,175.14912876216337,5.195620702135361
176.5672474918911,6.408824948727229,184.56302330844082,5.942091929062614,176.59742023082143,5.245385450597178
178.0758844384099,6.457835685848715,186.3733876442634,6.000904813608398,177.95519348268837,5.281577994933045
179.73538507958062,6.510616479671854,188.183751980086,6.064241766196164,179.49400316813757,5.326818675352879
181.16859017877348,6.5671673301966464,190.44670739986424,6.136626854867898,181.21384928716904,5.3765834238146955
182.90352266727012,6.6274882374230915,192.25707173568682,6.190915671371698,182.48110432224485,5.412775968150562
184.63845515576676,6.687809144649536,193.61484498755374,6.231632283749549,183.65784114052954,5.448968512486429
186.3733876442634,6.751900108577633,195.51572754016746,6.294969236337315,185.377687259561,5.489685124864279
188.0328882854341,6.804680902400772,197.1450554424078,6.3356858487151655,186.6449422946368,5.534925805284113
189.61695707927888,6.857461696223911,198.59334691106585,6.389974665218966,188.00271554650374,5.580166485703946
191.20102587312363,6.925322716853662,200.22267481330618,6.444263481722766,189.81307988232632,5.629931234165763
192.86052651429435,6.981873567378453,201.489929848382,6.489504162142599,191.6234442181489,5.6842200506695635
194.52002715546504,7.030884304499939,203.02873953383119,6.539268910604417,192.98121747001585,5.720412595005429
196.17952779663574,7.094975268428037,204.56754921928038,6.579985522982266,194.4295089386739,5.770177343467247
197.76359659048052,7.147756062251176,206.01584068793844,6.6207021353601165,195.6967639737497,5.8108939558450965
199.49852907897716,7.2043069127759685,207.1925775062231,6.674990951863917,197.1450554424078,5.851610568222947
201.0825978728219,7.2646278200024135,208.73138719167233,6.720231632283751,198.95541977823038,5.901375316684764
203.11925775062232,7.3400289540354695,210.17967866033038,6.765472312703584,200.67526589726182,5.960188201230547
204.62789469714113,7.385269634455303,211.89952477936183,6.819761129207384,202.39511201629327,6.009952949692364
206.13653164365996,7.445590541681748,213.6193708983933,6.8604777415852345,203.9339217017425,6.046145494028231
207.56973674285283,7.502141392206538,214.97714415026022,6.914766558089035,205.2916949536094,6.086862106406081
209.0783736893717,7.54361201592472,216.4254356189183,6.946435034382918,206.37791355510296,6.1185305826999645
210.81330617786833,7.600162866449511,217.9642453043675,7.005247918928702,208.0977596741344,6.181867535287732
212.54823866636497,7.664253830377609,219.41253677302558,7.045964531306551,209.6365693595836,6.231632283749549
214.2831711548616,7.724574737604054,220.86082824168363,7.100253347810352,211.0848608282417,6.267824828085415
215.86723994870636,7.788665701532151,222.21860149355055,7.1454940282301855,212.71418873048202,6.331161780673182
217.37587689522516,7.845216552056943,223.75741117899977,7.190734708650019,214.79610771667797,6.385450597176982
219.18624123104775,7.905537459283388,225.02466621407558,7.231451321027869,216.4254356189183,6.439739413680782
220.84574187221847,7.96208830980818,226.47295768273364,7.276692001447702,218.0547635211586,6.494028230184583
222.731538055367,8.033719387139584,227.92124915139172,7.32645674990952,219.5030549898167,6.534744842562433
224.6173342385155,8.094040294366028,229.55057705363205,7.3626492942453865,221.58497397601266,6.58450959102425
226.42769857433808,8.169441428399082,231.08938673908122,7.412414042707203,223.03326544467075,6.634274339486066
228.0871992155088,8.21845216552057,232.17560534057478,7.453130655085053,224.30052047974655,6.6795150199059
229.52040431470166,8.27123295934371,233.2618239420683,7.493847267462903,225.9298483819869,6.724755700325733
231.10447310854642,8.316473639763544,234.7101154107264,7.520991675714804,227.46865806743605,6.769996380745567
232.68854190239122,8.369254433586681,236.2489250961756,7.57075642417662,229.00746775288528,6.819761129207384
234.12174700158408,8.43334539751478,237.42566191446025,7.6250452406804206,230.18420457116991,6.865001809627217
235.93211133740667,8.489896248039571,238.78343516632722,7.670285921100254,231.45145960624572,6.901194353963084
237.2898845892736,8.561527325370974,240.14120841819417,7.711002533478104,232.71871464132155,6.941910966340934
239.1002489250962,8.61053806249246,241.58949988685225,7.760767281939921,234.1670061099796,6.982627578718785
240.7597495662669,8.670858969718905,242.94727313871917,7.801483894317771,235.61529757863767,7.023344191096635
242.79640944406728,8.727409820243697,244.57660104095947,7.864820846905538,236.97307083050464,7.0550126673905185
244.22961454326017,8.791500784171795,246.2059289431998,7.910061527325372,238.33084408237156,7.109301483894319
245.73825148977897,8.83674146459163,247.83525684544014,7.950778139703222,239.86965376782078,7.168114368440102
247.6240476729275,8.900832428519724,249.10251188051595,7.996018820123055,241.49898167006108,7.2269272529858855
248.98182092479448,8.957383279044517,250.73183978275628,8.054831704668839,243.12830957230142,7.272167933405719
250.41502602398734,9.010164072867656,252.18013125141434,8.104596453130656,244.4860828241684,7.308360477741586
251.9990948178321,9.062944866690795,253.8999773704458,8.145313065508507,245.93437429282645,7.344553022077453
253.20600437504714,9.115725660513935,255.3482688391039,8.199601882012306,247.02059289432,7.398841838581253
255.09180055819567,9.183586681143684,257.1586331749265,8.253890698516106,248.55940257976917,7.43503438291712
256.8267330466923,9.236367474966823,258.5164064267934,8.29913137893594,249.82665761484498,7.480275063336953
257.9582107565815,9.289148268789964,260.0552161122426,8.339847991313789,251.4559855170853,7.507419471588853
259.46684770310026,9.3419290626131,261.41298936410954,8.39413680781759,252.54220411857887,7.54361201592472
261.27721203892287,9.39093979973459,263.04231726634987,8.443901556279407,254.17153202081917,7.59790083242852
262.4841215961379,9.451260706961033,264.8526816021724,8.498190372783206,255.07671418873048,7.634093376764387
263.9927585426567,9.496501387380867,266.39149128762165,8.552479189287007,256.8870785245531,7.688382193268187
265.6522591838274,9.556822294607311,268.20185562344426,8.606768005790808,259.05951572754014,7.760767281939921
267.31175982499815,9.617143201833755,269.8311835256846,8.656532754252623,260.86988006336276,7.810532030401737
268.97126046616887,9.673694052358549,271.0079203439692,8.701773434672457,262.2276533152297,7.851248642779588
270.63076110733954,9.741555072988298,272.9088028965829,8.747014115092291,263.67594478388776,7.919109663409338
272.0639662065324,9.779255640004827,274.17605793165876,8.792254795512125,265.75786377008376,7.973398479913138
273.57260315305126,9.847116660634576,275.3527947499434,8.832971407889975,267.02511880515954,8.023163228374955
275.3829674888738,9.90743756786102,277.163159085766,8.887260224393774,268.83548314098215,8.063879840752804
276.8161725880667,9.952678248280854,278.61145055442404,8.937024972855593,271.27947499434265,8.122692725298588
278.3248095345855,10.012999155507298,280.42181489024665,8.995837857401376,272.7277664630007,8.17698154180239
280.21060571773404,10.06577994933044,282.051142792487,9.04107853782121,274.17605793165876,8.235794426348173
281.7192426642529,10.126100856556883,283.40891604435393,9.09536735432501,275.7148676171079,8.28555917480999
283.1524477634457,10.178881650380022,284.67617107942976,9.145132102786826,277.34419551934826,8.32627578718784
284.58565286263865,10.242972614308119,286.1244625480878,9.19037278320666,278.9735234215886,8.38056460369164
286.0188579618315,10.295753408131258,287.5727540167459,9.235613463626494,280.42181489024665,8.430329352153457
287.75379045032815,10.374924598865967,289.02104548540393,9.280854144046327,281.9606245756959,8.48914223669924
289.4132910914988,10.439015562794065,290.469336954062,9.321570756424178,283.31839782756276,8.525334781035106
291.1482235799955,10.495566413318857,292.18918307309343,9.375859572927977,284.857207513012,8.57057546145494
292.95858791581804,10.563427433948608,293.72799275854265,9.425624321389794,286.4865354152523,8.611292073832791
294.316361167685,10.616208227771747,295.1762842272007,9.479913137893595,288.20638153428376,8.674629026420558
295.598702572226,10.66144890819158,296.80561212944104,9.529677886355412,290.1072640868975,8.715345638798407
297.40906690804854,10.72930992882133,298.70649468205477,9.588490770901196,291.46503733876443,8.769634455302208
298.8422720072415,10.782090722644469,299.88323150033943,9.63373145132103,292.9133288074225,8.819399203764025
300.4263408010862,10.831101459765955,301.3315229689975,9.678972131740862,294.63317492645393,8.882736156351791
301.78411405295316,10.898962480395706,302.7798144376556,9.719688744118713,296.3530210454854,8.927976836771625
303.74534208342766,10.95928338762215,304.22810590631366,9.76945349258053,298.163385381308,8.973217517191458
305.5557064192502,11.038454578356859,305.857433808554,9.823742309084329,299.88323150033943,9.04107853782121
307.81866183902844,11.106315598986608,307.30572527721205,9.87803112558813,301.6030776193709,9.099891422366994
309.77988986950294,11.17417661961636,308.3919438787056,9.914223669923997,303.5039601719846,9.149656170828809
311.5902542053255,11.253347810351068,309.7497171305725,9.95946435034383,305.3143245078072,9.208469055374593
313.77777777777777,11.324978887682471,311.10749038243944,9.995656894679696,306.8531341932564,9.253709735794427
315.4372784189485,11.396609965013875,312.2842272007241,10.036373507057547,308.30142566191444,9.31252262034021
316.7196198234895,11.449390758837014,313.6420004525911,10.077090119435397,310.11178999773705,9.357763300760045
318.3036886173343,11.517251779466763,314.9092554876669,10.12233079985523,311.8316361167685,9.412052117263844
320.2649166478087,11.573802629991555,316.2670287395338,10.172095548317047,313.27992758542655,9.452768729641694
322.37700837293505,11.652973820726265,317.7153202081919,10.217336228736881,314.7282190540846,9.516105682229462
324.18737270875766,11.732145011460974,319.07309346005883,10.258052841114731,315.99547408916044,9.565870430691279
326.1486007392321,11.800006032090723,320.2498302783435,10.307817589576548,317.7153202081919,9.602062975027145
327.581805838425,11.84901676921221,321.7886399637927,10.362106406080347,319.2541298936411,9.651827723488962
,,323.1464132156596,10.398298950416216,320.88345779588144,9.710640608034746
,,324.41366825073544,10.452587766920015,322.60330391491283,9.764929424538545
,,325.8619597193935,10.493304379297864,324.23263181715316,9.819218241042346
,,327.31025118805155,10.543069127759683,326.224032586558,9.873507057546146
,,328.8490608735008,10.60640608034745,327.7628422720072,9.927795874049947
,,330.02579769178544,10.651646760767282,329.21113374066533,9.977560622511763
,,331.6551255940258,10.692363373145133,330.6594252093234,10.01375316684763
,,332.8318624123105,10.733079985522982,332.10771667798144,10.058993847267462
,,334.37067209775967,10.787368802026783,333.7370445802218,10.108758595729281
,,336.1810364335822,10.841657618530583,335.09481783208867,10.167571480275065
,,337.44829146865806,10.882374230908432,336.5431093007467,10.226384364820849
,,338.71554650373383,10.936663047412233,338.5345100701516,10.289721317408615
,,340.1638379723919,10.977379659790085,340.25435618918306,10.344010133912414
,,341.7026476578411,11.01357220412595,342.2457569585879,10.411871154542165
,,343.06042090970806,11.072385088671734,343.78456664403706,10.448063698878032
,,344.9613034623218,11.126673905175535,345.23285811269517,10.488780311255882
,,346.13804028060645,11.171914585595367,346.40959493097984,10.524972855591749
,,347.7673681828468,11.221679334057185,348.1294410500113,10.579261672095548
,,349.21565965150484,11.271444082519002,349.8492871690428,10.6199782844734
,,350.5734329033718,11.316684762938834,351.388096854492,10.68783930510315
,,352.112242588821,11.357401375316686,353.65105227427017,10.7557003257329
,,353.56053405747906,11.41621425986247,354.918307309346,10.814513210278683
,,355.3708983933017,11.475027144408253,356.63815342837745,10.868802026782483
,,356.8191898619597,11.520267824828085,358.44851776420006,10.923090843286284
,,358.44851776420006,11.583604777415854,360.0778456664404,10.977379659790085
,,359.98732744964923,11.628845457835686,361.97872821905406,11.0271444082519
,,361.61665535188956,11.669562070213537,363.5175379045033,11.063336952587768
,,363.1554650373388,11.728374954759321,364.7847929395791,11.117625769091568
,,364.7847929395791,11.787187839305103,366.9572301425662,11.194534925805286
,,365.96152975786373,11.832428519724937,368.94863091197107,11.2442996742671
,,367.13826657614845,11.859572927976837,370.3969223806291,11.294064422728919
,,,,372.38832315003395,11.366449511400653
,,,,373.74609640190084,11.411690191820485
,,,,375.10386965376784,11.465979008324286
,,,,376.82371577279923,11.493123416576186
,,,,377.9099343742928,11.547412233079987
,,,,379.5392622765331,11.606225117625769
,,,,381.16859017877346,11.665038002171553
,,,,382.88843629780496,11.728374954759321
,,,,384.6988006336275,11.773615635179153
,,,,386.5091649694501,11.818856315598987
