0 deg,,15 deg,,35 deg,
X,Y,X,Y,X,Y
0.14231435922762223,1.3509603913510921,0.1525204099675026,1.3184446761333959,0.14614408613951335,1.2600021543007769
0.14346182924524276,1.3528504854290004,0.15458549017455936,1.3222004759785302,0.14838460975654372,1.2608293245047648
0.1450696286269991,1.3541999719534425,0.15607774993445642,1.3241271525224625,0.1507388438721321,1.2628474572137574
0.1466755988854542,1.35731761100238,0.15751437386060863,1.3242795794642295,0.1526315292080506,1.2665849658258796
0.14833964380872247,1.359851962954156,0.1590084627438069,1.324438103483667,0.1546421929968966,1.2673877477191848
0.1501766933108961,1.3618152219641124,0.16010029692768257,1.3245539479594097,0.15659478212092945,1.268773816709651
0.151497167907422,1.3631342231002013,,,0.15820319121045281,1.2695339190592616
0.15333665624066387,1.3627399454108313,,,0.15969606067811698,1.2708712114283625
0.15465652112942266,1.3646483307217516,,,,
0.15609253534780781,1.36539014183835,,,,
0.15729929944577567,1.3655181804694343,,,,
0.15850667325151055,1.3650568349256869,,,,
0.15982836726357058,1.3651970677121121,,,,
