0 deg,,15 deg,,35 deg,
X,Y,X,Y,X,Y
0.03967173333821099,0.9610543066708127,0.04007688414942717,0.9027418558285013,0.039892142696005814,0.8591030385802751
0.04122328717845539,0.9612189277679208,0.041566705078255994,0.9070260690717605,0.04104144183692755,0.8592249801336886
0.04277057306433027,0.9655092380888506,0.04345573216757209,0.9142998827328728,0.04253248218129052,0.8623304250272844
0.04426039399315908,0.9697934513321098,0.04483001347454166,0.9191612859956223,0.043736807448190085,0.8648160003576952
0.04603571058391713,0.9758763024882174,0.04603311932590709,0.9228256296756964,0.044708834055837046,0.86963472407675
0.0478697115472554,0.9807864823723322,0.04729247071878449,0.9276748387831046,0.046082505655039546,0.8750855115143311
0.04901230390273942,0.9873916498488939,0.04878290135538037,0.931369667851532,0.04745739666977618,0.8793575306022489
0.049984940218153445,0.9916209893931172,0.05021342820386189,0.9374159365416156,0.04889097205709304,0.8824568784181741
0.05084447574277649,0.9940699822575039,0.05164578417564461,0.9416940527072041,0.05020595928371531,0.889080337127748
0.05250486241944237,1.0001406392582701,0.05353603068049484,0.947789098018653,0.05129413522098859,0.8927324866524807
0.05376421381231976,1.0049898483656783,0.0547923335345369,0.9555852280002194,0.052668416527958145,0.8975938899152303
0.0550816398700103,1.0092557703759253,0.05674004499643322,0.961686370389339,0.05409894337643968,0.9036401586053138
0.05657024138330499,1.0147187519688479,0.057885076182985495,0.9659340011665742,0.0555331284715236,0.9061501222464072
0.05783081219171651,1.0183891927265927,0.05925752836665388,0.9725635569538187,0.0563902251650784,0.9109566518101208
0.05903147921201368,1.0244110731059934,0.06091852475108682,0.9780448297797532,0.057420936145305565,0.9146027042571828
0.06023458506337913,1.0280754167860677,0.062006090980592996,0.9822863634793176,0.05867906812264882,0.9206306817142544
0.061435861791443364,1.0335079129906368,0.06338220141086379,0.9853796142175721,0.05982470901696817,0.9242889283166578
0.06298131855401706,1.0395663758360618,0.06481150884381118,0.992604651257319,0.06073805125203491,0.9302803233077052
0.0643543804454525,1.0456065474484746,0.06595532061482932,0.9980310503842175,0.062227262473096664,0.9351539207257961
0.0656155609616311,1.0486876040313877,0.06715842646619476,1.0016953940642916,0.06348783328150819,0.9388243614835409
0.06710233335162458,1.0559187381488053,0.06864702797948943,1.0071583756572142,0.06486455341954603,0.9413282280469638
0.06824431599934151,1.0631132898001987,0.07013562949278412,1.0126213572501368,0.06623761531098143,0.9473683996593766
0.06984723771896131,1.0691778497232942,0.07139315176236032,1.0192387188820398,0.06703785675525722,0.9515794479705877
0.0709922689055136,1.0734254805005294,0.07259137995158922,1.0276181359607675,0.06829598873260048,0.9576074254276591
0.07190926938718271,1.075880570442587,0.07367772676556127,1.0330384380099953,0.06949726546066472,0.9630399216322283
0.07305369086596795,1.0807175853946536,0.07516876710992422,1.036143882903591,0.07035680098528775,0.9654889144966151
0.07454107296372849,1.0873593353372395,0.07648375433654651,1.0427673416131649,0.07172925316895612,0.9721184702838597
0.07597099010444296,1.0939949882021547,0.07814536042874652,1.0476592302642675,0.07270188948437016,0.9763478098280827
0.07717226683250719,1.0994274844067238,0.07934541774127662,1.0542704948185002,0.07407617079133971,0.9812092130908322
0.07888767963515089,1.1078617751844875,0.0805442556382726,1.062060527722396,0.07504819739898667,0.986027936809887
0.08083417168151305,1.1151416859232703,0.08186107198819607,1.066915833907475,0.0761314956741234,0.9943951597332731
0.08180375945809175,1.1223179463416517,0.0832323047563303,1.0747241580443827,0.0774458731929786,1.0016080026176786
0.08306128172766794,1.128935307973555,0.0845466822751855,1.081937000928788,0.07864897904434406,1.0052723462977529
0.08426316816349924,1.1337784200032925,0.08591913445885388,1.0885665567160325,0.08025190076396385,1.0113369062208484
0.08534890526970423,1.1397881062273518,0.08694618719247864,1.0957489142120846,0.08139510282721493,1.0173526895225784
0.08654896258223434,1.1463993707815843,0.08854788949656432,1.1029922424848437,0.0827693841341845,1.022214092785328
0.08775023931029857,1.1518318669861536,0.0899197319724656,1.1102111824469199,0.08379887569887753,1.0270389135820535
0.08883597641650358,1.157841553210213,0.09140528494692494,1.1186210849140008,0.08522757342405787,1.034853334796632
0.0898086127319176,1.162070892754436,0.09295074170949864,1.1246795477594256,0.08642763073658796,1.0414645993508644
0.09095120508740162,1.168676060230998,0.09460929926286332,1.1325183572846869,0.08774200825544318,1.0486774422352698
0.09220994677251194,1.1741146535132376,0.09626541798515972,1.1427147035092746,0.08911385073134447,1.0558963821973462
0.09300957850902064,1.1789150859992805,0.09775340979068735,1.1487670692770289,0.09025705279459556,1.0619121654990762
0.09415399998780585,1.1837521009513474,0.0990115417680306,1.1547950467341002,0.09151518477193883,1.0679401429561477
0.09524095650954498,1.1885830188257434,0.10021403791162897,1.1590487745890061,0.09294510191265327,1.0745757958210629
0.0963853779883302,1.1934200337778103,0.10095498527555744,1.1650218783470416,0.09437623846890188,1.0800326803363147
0.09752918975934835,1.1988464329047086,0.10227119191771385,1.170466568706952,0.09586240115112826,1.087853198628564
0.09878793144445867,1.2042850261869487,0.10347307835354516,1.1753096807366896,0.09717555925444935,1.0962448098626327
0.09987610738173194,1.2079371757116815,0.10455637662868186,1.1836769036600758,0.09860242785632847,1.1058273836017063
0.1010199191527501,1.2133635748385798,0.10593187735118559,1.187359538573162,0.10009529732399261,1.1071646759708071
0.10233368696383827,1.221165801897817,0.10707751824550493,1.1910177851755652,0.10146774950766099,1.1137942317580516
0.10353496369190249,1.2265982981023862,0.10816264564394287,1.1976168555744564,0.10278273673428326,1.1204176904676255
0.10479126654594453,1.2343944280839527,0.1093628248980264,1.2041102432937225,0.10438748757720426,1.124714097866226
0.10587822306768369,1.2392253459583489,0.1107349112570345,1.2110934295858662,0.10570247480382655,1.1313375565758
0.10719503941760714,1.2440806521434276,0.11222802460780551,1.2121949682850341,0.10701624261491469,1.139139783635037
0.10851185576753064,1.2489359583285065,0.11382728808082287,1.22179583325712,0.1087347039563937,1.144627153538642
0.10988613707450018,1.2537973615912559,0.1153171090096517,1.226080046500379,0.110106546432295,1.1518460935007184
0.11143342296037512,1.2580876719121858,0.11692125014480559,1.230965838073811,0.11153768298854361,1.1573029780159703
0.11274901989476446,1.2641217464469279,0.11829248291293981,1.2387741622107191,0.11302506508630414,1.163944727958556
0.11406583624468794,1.2689770526320068,0.11995347929737277,1.2442554350366535,0.11428441647918153,1.1687939370659644
0.11532579734533238,1.2732368775645833,0.12132654118880823,1.2502956066490665,0.11600348752842762,1.1736919227947378
0.1165863681537439,1.276907318322328,0.12281636211763705,1.2545798198923257,0.11731908446281697,1.17972599732948
0.11761281117960162,1.2846790599932119,0.12453482345911604,1.2600671897959308,0.11869214635425243,1.1857661689418928
0.11921878143805673,1.287796699042149,0.1260814996372239,1.2649468842916922,0.12018196728308123,1.190050382185152
0.12070921207465263,1.2914915281105765,0.1275138556090066,1.2692250004572807,0.12172925316895611,1.1943406925060818
0.12173931334711274,1.2957269647324703,0.12940410211385683,1.2753200457687297,0.12350152122087885,1.2033704645363477
0.1232279148604074,1.3011899463253929,0.13146491436654412,1.2832015348376855,0.12481955698633648,1.2070470023717632
0.12460280587514405,1.3054619654133106,0.1336461439032272,1.2857907604884977,0.12659670270039572,1.2113617010033757
0.12620389847146263,1.3132946778609011,0.13565375915323785,1.2895404632559613,0.1280272295488772,1.2174079696934592
0.12803668001926677,1.3193836260946794,0.13737283020248398,1.294438448984735,0.1295158310621719,1.2228709512863818
0.12975636077627994,1.3236922276486214,0.1397227963637029,1.3005822709175492,0.13175086730929866,1.2290025790638546
0.13136233103473505,1.3268098666975585,0.14132876662215801,1.3036999099664863,0.13352740331559085,1.2339066618702987
0.13296769158542313,1.3305168899213273,0.14281980696652097,1.3068053548600822,0.1353063781529513,1.2364532079774164
0.13434441172346095,1.33302075648475,0.14425521147713902,1.3081365501515123,0.1369092998725711,1.242517767900512
0.13623648735161237,1.337347649271704,0.14580371677854806,1.311248092122779,0.13874573966697762,1.2450704110853001
0.13755513282483706,1.340434802932288,0.14729536683067807,1.313764152841543,0.14086889453884757,1.2482429238332733
0.1390461731692,1.3435402478258838,0.14884692067092242,1.3139287739386512,0.1424742550895356,1.251949947057042
0.14065092401212098,1.3478366552244843,0.15057086938230507,1.3141116862687714,0.14425322992689604,1.2544964931641598
